查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1119059610","嘉林-22種綜合營養素膜衣錠","","1170117","1120117","嘉林藥品有限公司","02-85110508","新北市三重區新北大道2段139巷29號1至4樓及31號1樓、2樓、4樓","乾燥維生素A醋酸鹽;;乾燥葡萄糖漿;;阿拉伯膠;;玉米澱粉;;維生素A醋酸鹽;;生育醇;;鹽酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;抗壞血酸;;膽鈣化醇;;辛烯基丁二酸鈉澱粉;;蔗糖;;抗壞血酸鈉;;中鏈三酸甘油酯;;二氧化矽;;DL-α-生育醇;;維生素D3;;維生素E;;乙酸dl-α-生育醇酯;;辛烯基丁二酸鈉澱粉;;乾燥葡萄糖漿;;二氧化矽;;葉酸;;菸鹼醯胺;;綜合礦物質;;磷酸鈣;;氧化鎂;;麥芽糊精;;葡萄糖酸鋅;;鉻酵母;;啤酒酵母;;三氯化鉻;;焦磷酸鐵;;葡萄糖酸錳;;硒酵母;;葡萄糖酸銅;;碘化鉀;;DL-蛋胺酸;;鉬酵母粉;;啤酒酵母;;鉬酸鈉;;玉米糖漿粉;;乳糖;;聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉;;聚乙二醇;;食用紅色六號;;食用黃色四號"
"1119059611","嘉林-維他命B群膜衣錠","","1170107","1120107","嘉林藥品有限公司","02-85110508","新北市三重區新北大道2段139巷29號1至4樓及31號1樓、2樓、4樓","鹽酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;菸鹼醯胺;;本多酸鈣;;玉米糖漿粉;;乳糖;;聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉;;聚乙二醇;;食用黃色四號"
"1119059656","YES 超補C+D3錠","YES Vitamin C+D3 Tablets","1170116","1120116","中生生技股份有限公司","02-2596-9138","臺北市中山區松江路520號6樓","L-抗壞血酸(維生素C);;L-抗壞血酸;;羥丙基甲基纖維素;;維生素D3;;辛烯基丁二酸鈉澱粉;;蔗糖;;抗壞血酸鈉;;中鏈三酸甘油酯;;二氧化矽;;dl-α-生育醇;;維生素D3;;微結晶狀α-纖維素;;硬脂酸鎂"
"1119060222","多重冰晶配方 膠囊","Multi Crystal Recipe","1170217","1120217","分子食品有限公司","04-22515065","台中市西屯區惠來里惠來路2段236之1號2樓","穀胱甘肽;;葡萄複方萃取物;;葡萄籽萃取物;;葡萄萃取物;;甘草萃取物;;包覆維生素C;;抗壞血酸;;乙基纖維素;;複方維生素C;;抗壞血酸;;柑橘萃取物;;米糠粉;;乳酸菌;;發酵乳酸桿菌;;麥芽糊精;;維生素E;;乙酸dl-α-生育醇酯;;辛烯基丁二酸鈉澱粉;;乾燥葡萄糖漿;;二氧化矽;;核黃素;;二氧化矽;;膠囊;;羥丙基甲基纖維素;;結蘭膠;;純水"
"1119061947","維生素C錠","supplement facts vitamin C","1170110","1120110","百麗國際有限公司","0911035550","高雄市三民區民族一路80號27樓之2","抗壞血酸(維生素C);;微結晶狀α-纖維素;;L-半胱氨酸鹽酸鹽;;乳糖;;玉米澱粉;;菸鹼醯胺;;維生素E;;乙酸dl-α-生育醇酯(維生素E);;乾燥葡萄糖漿;;辛烯基丁二酸鈉澱粉;;二氧化矽;;聚乙烯吡咯烷酮;;羥丙基甲基纖維素;;鹽酸吡哆辛(維生素B6);;核黃素(維生素B2);;二氧化鈦;;硬脂酸鎂;;滑石粉;;膠原蛋白;;流行鏈球菌發酵物(含透明質酸鈉);;玉米胚芽萃取物;;玉米胚芽萃取物;;糊精;;番茄粉末"
"1119062222","極光雪顏錠","","1170110","1120110","百麗國際有限公司","0911035550","高雄市三民區民族一路80號27樓之2","抗壞血酸(維生素C);;微結晶狀α-纖維素;;L-半胱氨酸鹽酸鹽;;乳糖;;玉米澱粉;;菸鹼醯胺;;維生素E;;乙酸dl-α-生育醇酯(維生素E);;乾燥葡萄糖漿;;辛烯基丁二酸鈉澱粉;;二氧化矽;;聚乙烯吡咯烷酮;;羥丙基甲基纖維素;;鹽酸吡哆辛(維生素B6);;核黃素(維生素B2);;二氧化鈦;;硬脂酸鎂;;滑石粉;;膠原蛋白;;流行鏈球菌發酵物(含透明質酸鈉);;玉米胚芽萃取物;;玉米胚芽萃取物;;糊精;;番茄粉末"
"1119062543","廣欣 補精糖衣錠","","1170131","1120131","三寶佛生物科技股份有限公司","03-9365488","宜蘭縣宜蘭市南門里11鄰文昌路125號1樓","單水硫酸亞鐵(乾燥);;蔗糖;;磷酸氫鈣;;抗壞血酸(維生素C);;硝酸硫胺明(維生素B1);;滑石粉;;聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;二氧化鈦;;核黃素(維生素B2);;水性膜衣;;羥丙基甲基纖維素;;三乙酸甘油酯;;滑石粉;;甘醇酸澱粉鈉;;硬脂酸鎂;;阿拉伯膠;;葉酸;;苯甲酸鈉;;香草粉末香料;;葡萄糖;;香料;;二氧化矽;;食用紅色六號;;食用黃色四號;;氰鈷胺明(維生素B12)"
"1119062794","維生素D3口溶錠","Vitamin D3 orally disintegrating tablets","1170109","1120109","優良生技醫藥股份有限公司","02-8751-3977","台北市內湖區內湖路1段396號5樓","D-甘露醇;;聚乙烯聚吡咯烷酮;;膽鈣化醇(維生素D3);;辛烯基丁二酸鈉澱粉;;蔗糖;;抗壞血酸鈉(維生素C);;膽鈣化醇(維生素D3);;中鏈三酸甘油酯;;二氧化矽;;生育醇;;硬脂酸鎂;;聚乙烯吡咯烷酮;;二氧化矽"
"1119064246","為您好加倍健錠","","1170209","1120209","為您好生醫股份有限公司","02-25781399","台北市松山區八德路3段219號12樓","鹽酸呋喃硫胺;;鹽酸吡哆辛;;氰鈷胺明;;乙酸d-α-生育醇酯;;乙酸d-α-生育醇酯;;明膠;;矽酸鈣;;二氧化矽;;本多酸鈣;;γ-穀維素;;紅景天萃取粉;;紅景天萃取粉;;麥芽糊精;;赤藻糖醇;;羥丙基纖維素;;硬脂酸鎂;;膜衣粉;;聚乙烯醇;;二氧化鈦;;聚乙二醇;;滑石粉;;膜衣粉;;麥芽糊精;;滑石粉;;羥丙基甲基纖維素;;關華豆膠;;中鏈三酸甘油酯;;核黃素;;棕梠蠟"
"1110700973","科克保健 左式維他命 C1000 加強錠","L-(+)-Ascorbic acid Extra Tablets","1160317","1110317","中生生技股份有限公司","02-2596-9138","臺北市中山區松江路520號6樓","L-抗壞血酸(維生素C)(L-抗壞血酸、羥丙基甲基纖維素);;微結晶狀α-纖維素;;硬脂酸鎂"
"1110701429","循舒健微粒膠囊","Hot Circle Pellet Capsules","1160429","1110429","南光化學製藥股份有限公司","06-5984121","台南市新化區中山路1001號","L-精胺酸;;菸鹼酸;;微結晶狀α-纖維素;;L-抗壞血酸(維生素C);;松樹皮萃取物（松樹皮萃取物、麥芽糊精）;;麩醯胺酸;;綠茶萃取物(綠茶萃取物、麥芽糊精);;丹參萃取物（丹參萃取物、麥芽糊精）;;醋酸DL-α-生育醇酯;;葉酸;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;焦糖色素;;氯化鉀"
"1110701830","舒欣寧膠囊","","1160328","1110328","麗瑞嘉生技股份有限公司","02-87739269","台北市大安區忠孝東路4段219號8樓","L-抗壞血酸(維生素C);;γ-穀維素;;酵母萃取物;;鹽酸硫胺明(維生素B1);;菸鹼醯胺;;本多酸鈣;;核黃素(維生素B2);;硬脂酸鎂;;硒酵母;;鹽酸吡哆辛(維生素B6);;維生素B12(麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;明膠;;硫酸月桂酯鈉;;二氧化鈦;;純水;;甘油;;食用黃色五號;;食用黃色四號"
"1110702047","欣護寶軟膠囊","Senfubao Soft Capsules","1160322","1110322","東頡國際貿易有限公司","02-22512207","新北市板橋區幸福路23之1號","甲鈷胺(甲基鈷胺)(維生素B12);;脂肪酸甘油酯(脂肪酸甘油酯、檸檬酸);;蜂蠟;;大豆油;;明膠;;甘油;;D-山梨醇液70%;;純水;;聚乙二醇;;食用紅色六號;;二氧化鈦"
"1110702149","愛喜維生素C口嚼錠","HICEE Vitamin C tablets","1160329","1110329","合利他命藥品股份有限公司","02-2709-8066","台北市大安區敦化南路2段39號3樓","L-抗壞血酸（維生素C）;;L-抗壞血酸鈉（維生素C）;;蔗糖;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;柳橙香料;;阿拉伯膠;;香料;;蔗糖;;馬鈴薯糊精;;丁基羥基甲氧苯;;柳橙香料;;食用黃色五號鋁麗基;;食用黃色四號鋁麗基"
"1110702150","愛喜維生素C+鈣口嚼錠","HICEE Vitamin C with Calcium tablets","1160328","1110328","合利他命藥品股份有限公司","02-2709-8066","台北市大安區敦化南路2段39號3樓","L-抗壞血酸（維生素C）;;L-抗壞血酸鈉（維生素C）;;碳酸鈣;;D-甘露醇;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;檸檬香料粉（麥芽糊精、香料、二氧化矽）;;檸檬精油香粉（麥芽糊精、二氧化矽、中鏈三酸甘油酯、香料、乙醇）;;蔗糖素;;食用黃色四號"
"1110702452","靜欣寧膠囊","","1160331","1110331","麗瑞嘉生技股份有限公司","02-87739269","台北市大安區忠孝東路4段219號8樓","米胚芽萃取物(糊精、米胚芽萃取物);;牛奶鈣;;微結晶狀α-纖維素;;L-色胺酸;;羅布麻萃取物(羅布麻萃取物、麥芽糊精);;鹽酸硫胺明(維生素B1);;核黃素(維生素B2);;菸鹼醯胺;;鹽酸吡哆辛(維生素B6);;硬脂酸鎂;;葉酸;;維生素B12(麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12);;明膠;;硫酸月桂酯鈉;;二氧化鈦;;純水;;甘油;;食用黃色四號"
"1110702786","寶聖佳維生素D3膠囊","Benefeat Vitamin D3 800 IU Capsule","1160530","1110530","奔益生技股份有限公司","0928950987","台南市永康區勝利里中華路1-15號","麥芽糊精;;維生素D3[辛烯基丁二酸鈉澱粉、蔗糖、L-抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、DL-α-生育醇、膽鈣化醇(維生素D3)];;植物性硬空膠囊(羥丙基甲基纖維素、純水、鹿角菜膠、二氧化鈦、氯化鉀)"
"1110702807","三多蠔蜆精鋅錠","SENTOSA Oyster & Clam Extract Tablets","1160517","1110517","三多士股份有限公司","02-27080888","台北市大安區四維路208巷3之1號1樓","蠔乾燥粉末;;複方蜆肉萃取物（蜆肉水萃濃縮乾燥粉末、木薯澱粉);;複方蜆萃取物（蜆水萃濃縮乾燥粉末、麥芽糊精);;葡萄糖酸鋅;;硝酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;牛磺酸;;重酒石酸膽鹼+1%二氧化矽(重酒石酸膽鹼、二氧化矽);;L-精胺酸;;硒酵母;;薑黃萃取物;;微結晶狀α-纖維素"
"1119030744","樂維他B群複合錠","New Hi-Bcomplex Vitamin","1160708","1110708","健業生物科技有限公司","02-86471113","新北市汐止區大同路3段196之7號8樓","乾燥維生素A醋酸鹽[乾燥葡萄糖漿、阿拉伯膠、玉米澱粉、維生素A醋酸鹽、生育醇(維生素E)];;膽鈣化醇(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、DL-α-生育醇、維生素D3);;乾燥型維生素E(乙酸dl-α-生育醇酯、辛烯基丁二酸鈉澱粉、乾燥葡萄糖漿、二氧化矽);;L-抗壞血酸;;鹽酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;菸鹼醯胺;;本多酸鈣;;生物素;;磷酸氫鈣;;硫酸亞鐵;;氧化鎂;;葡萄糖酸銅;;葡萄糖酸鋅;;葡萄糖酸錳;;硒酵母粉;;鉻酵母粉(酵母粉、三氯化鉻);;葉酸;;重酒石酸膽鹼(重酒石酸膽鹼、二氧化矽);;肌醇;;卵磷脂;;玫瑰果萃取物(玫瑰果萃取物、麥芽糊精);;複方碳酸鈣（碳酸鈣、糊精、阿拉伯膠）;;玉米糖漿粉;;乳糖;;微結晶狀α-纖維素;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;二氧化鈦;;食用黃色五號;;食用紅色六號;;滑石粉;;聚乙二醇;;食用藍色一號"
"1119030745","高策能量膜衣錠","B+C Complex","1160711","1110711","鼎康生化科技有限公司","04-23758897","台中市西區土庫里五權五街178號13樓之5","抗壞血酸(維生素C、玉米澱粉);;葉酸;;維生素E(乙酸dl-α-生育醇酯、辛烯基丁二酸鈉澱粉、乾燥葡萄糖漿、二氧化矽);;鹽酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;本多酸鈣;;菸鹼醯胺;;葡萄糖酸鋅;;聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;乳糖;;硬脂酸鎂;;羥丙基甲基纖維素;;食用紅色六號;;滑石粉;;食用黃色五號;;聚乙二醇;;食用藍色一號"
"1119030747","EX Plus 他命錠","","1161011","1111011","東大門企業股份有限公司","07-3730785","高雄市仁武區慈惠五街72號","麥芽糊精;;乙酸dl-α-生育醇酯(維生素E);;乙酸dl-α-生育醇酯(維生素E);;辛烯基丁二酸鈉澱粉;;二氧化矽;;鹽酸硫胺明(維生素B1);;碳酸鈣;;γ-穀維素;;鹽酸吡哆辛(維生素B6);;膜衣粉;;聚乙烯醇;;二氧化鈦;;聚乙二醇;;滑石粉;;食用黃色五號鋁麗基;;食用黃色四號鋁麗基;;氰鈷胺明(維生素B12)"
"1119032729","外銷專用銀寶善存男性綜合維他命","Centrum Silver Men","1160719","1110719","輝瑞生技股份有限公司","02-28097979","臺北市中正區忠孝西路一段66號24樓","維生素A醋酸鹽[蔗糖、玉米澱粉、阿拉伯膠、維生素A醋酸鹽、水、生育醇(維生素E)、磷酸鈣];;β-胡蘿蔔素(明膠、玉米澱粉、β-胡蘿蔔素、蔗糖、水、L-抗壞血酸鈉、磷酸鈣、混合濃縮生育醇);;膽鈣化醇(維生素D3)[辛烯基丁二酸鈉澱粉、蔗糖、L-抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇(維生素E)、維生素D3];;維生素K1(阿拉伯膠、維生素K1、蔗糖);;葉黃素 [明膠、蔗糖、玉米澱粉、水、葉黃素、磷酸鈣、生育醇(維生素E)、L-抗壞血酸鈉、L-抗壞血酸棕櫚酸酯];;硝酸硫胺明(維生素B1，硝酸噻胺);;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明(維生素B12) (辛烯基丁二酸鈉澱粉、檸檬酸鈉、檸檬酸、二氧化矽、維生素B12);;生物素 [磷酸氫鈣(無水)、生物素];;葉酸;;碘化鉀;;乙酸dl-α-生育醇酯(維生素E)[乙酸dl-α-生育醇酯(維生素E)、辛烯基丁二酸鈉澱粉、二氧化矽];;本多酸鈣;;抗壞血酸(維生素C)(抗壞血酸、羥丙基甲基纖維素);;菸鹼醯胺;;碳酸鈣（碳酸鈣、麥芽糊精）;;磷酸氫鈣(無水);;氧化鎂;;丁烯二酸亞鐵;;硫酸錳;;硫酸銅;;氧化鋅;;三氯化鉻;;鉬酸鈉;;硒酸鈉;;微結晶狀α-纖維素;;二氧化矽;;甘醇酸澱粉鈉;;硬脂酸鎂;;膜衣成分（羥丙基甲基纖維素、二氧化鈦、滑石粉、焦糖色素、聚糊精、麥芽糊精、中鏈三酸甘油酯、胭脂紅、藍藻色素)"
"1129066568","棉花田金銀花C膠囊","","1180123","1130123","棉花田生機園地股份有限公司","02-27555268","台北市大安區通安里信義路四段236號12樓","L-抗壞血酸(維生素C);;金銀花萃取物(含綠原酸);;微結晶狀α-纖維素;;硬脂酸鎂;;膠囊;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;氯化鉀"
"1129066718","健安喜男性綜合維生素食品錠","GNC MEGA MEN Multivitamin","1180104","1130104","新譽國際股份有限公司","02-25118858","台北市中山區松江路152號12樓","碳酸鈣;;麥芽糊精;;抗壞血酸(維生素C);;氧化鎂;;甘胺酸鋅;;聚乙烯吡咯烷酮;;硒酵母;;啤酒酵母;;亞硒酸鈉;;維生素E;;乙酸dl-α-生育醇酯(維生素E);;乾燥葡萄糖漿;;辛烯基丁二酸鈉澱粉;;二氧化矽;;鉻酵母;;本多酸鈣;;硝酸硫胺明（維生素B1）;;鹽酸吡哆辛(維生素B6);;膜衣;;羥丙基甲基纖維素;;羥丙基纖維素;;聚乙二醇;;維生素B12;;麥芽糊精;;檸檬酸鈉;;檸檬酸;;氰鈷胺明(維生素B12);;核黃素(維生素B2);;菸鹼醯胺;;二氧化矽;;硬脂酸鎂;;L-精胺酸;;鉬酵母;;番茄萃取物;;葡萄糖;;番茄萃取物;;生育醇(維生素E);;南瓜籽萃取物;;南瓜籽萃取物;;麥芽糊精;;維生素A乙酸酯粉;;乾燥葡萄糖漿;;阿拉伯膠;;玉米澱粉;;維生素A乙酸酯;;生育醇(維生素E);;葡萄糖酸錳;;維生素D3;;辛烯基丁二酸鈉澱粉;;蔗糖;;抗壞血酸鈉(維生素C);;中鏈三酸甘油酯;;二氧化矽;;生育醇(維生素E);;膽鈣化醇(維生素D3);;二氧化鈦;;肌醇;;硫酸銅;;維生素K1;;阿拉伯膠;;維生素K1;;蔗糖;;葉酸;;生物素;;碘化鉀"
"1129066719","健安喜女性綜合維生素食品錠","GNC Women’s Multivitamin Ultra Mega","1180104","1130104","新譽國際股份有限公司","02-25118858","台北市中山區松江路152號12樓","碳酸鈣;;抗壞血酸(維生素C);;甘氨酸亞鐵;;甘氨酸亞鐵;;檸檬酸;;麥芽糊精;;二氧化矽;;聚乙烯吡咯烷酮;;硒酵母;;啤酒酵母;;亞硒酸鈉;;氧化鎂;;麥芽糊精;;維生素E;;乙酸dl-α-生育醇酯(維生素E);;乾燥葡萄糖漿;;辛烯基丁二酸鈉澱粉;;二氧化矽;;鉻酵母;;本多酸鈣;;硝酸硫胺明（維生素B1）;;鹽酸吡哆辛(維生素B6);;維生素B12;;麥芽糊精;;檸檬酸鈉;;檸檬酸;;氰鈷胺明(維生素B12);;膜衣;;羥丙基甲基纖維素;;羥丙基纖維素;;聚乙二醇;;核黃素(維生素B2);;菸鹼醯胺;;二氧化矽;;硬脂酸鎂;;鉬酵母;;維生素A乙酸酯粉;;乾燥葡萄糖漿;;阿拉伯膠;;玉米澱粉;;維生素A乙酸酯;;生育醇(維生素E);;氧化鋅;;葡萄糖酸錳;;維生素D3;;辛烯基丁二酸鈉澱粉;;蔗糖;;抗壞血酸鈉(維生素C);;中鏈三酸甘油酯;;二氧化矽;;生育醇(維生素E);;膽鈣化醇(維生素D3);;蔓越莓粉;;蔓越莓粉;;麥芽糊精;;玉米澱粉;;卵磷脂;;二氧化鈦;;硫酸銅;;維生素K1;;阿拉伯膠;;維生素K1;;蔗糖;;流行鏈球菌發酵物(含透明質酸鈉);;葡萄籽萃取物;;食用黃色五號鋁麗基;;食用紅色四十號鋁麗基;;葉酸;;生物素;;碘化鉀"
"1129067127","黃金倍力維他B群錠","","1171219","1121219","台灣艾晟生技有限公司","07-3513730","高雄市大社區中山路17之70號","L-抗壞血酸;;維生素C;;鹽酸硫胺明;;維生素B1;;核黃素;;維生素B2;;鹽酸吡哆辛;;維生素B6;;氰鈷胺明;;維生素B12;;菸鹼醯胺;;生物素;;葡萄糖酸鋅;;肌醇;;葉酸;;重酒石酸膽鹼;;重酒石酸膽鹼;;二氧化矽;;朝鮮薊萃取物;;朝鮮薊萃取物;;麥芽糊精;;牡蠣粉;;蜆萃取粉;;麥芽糊精;;蜆萃取粉;;五味子萃取粉;;五味子萃取粉;;麥芽糊精;;啤酒酵母粉;;薑黃萃取物;;聚乙烯吡咯烷酮;;玉米糖漿粉;;乳糖;;硬脂酸鎂;;二氧化矽;;膜衣;;羥丙基甲基纖維素;;二氧化鈦;;食用黃色五號;;食用紅色六號;;食用藍色一號"
"1129067704","健安喜維生素B群50食品錠","GNC B-Complex 50 MG","1180104","1130104","新譽國際股份有限公司","02-25118858","台北市中山區松江路152號12樓","羥丙基甲基纖維素;;麥芽糊精;;微結晶狀α-纖維素;;鹽酸吡哆辛(維生素B6);;維生素B12;;麥芽糊精;;檸檬酸鈉;;檸檬酸;;氰鈷胺明(維生素B12);;硝酸硫胺明（維生素B1）;;本多酸鈣;;肌醇;;核黃素(維生素B2);;菸鹼醯胺;;重酒石酸膽鹼;;重酒石酸膽鹼;;二氧化矽;;牛磺酸;;聚乙烯吡咯烷酮;;膜衣;;羥丙基甲基纖維素;;羥丙基纖維素;;聚乙二醇;;二氧化矽;;硬脂酸鎂;;食用黃色四號鋁麗基;;二氧化鈦;;葉酸;;生物素"
"1139013289","第三代綜合維生素B群膠囊","","1180605","1130605","涌越股份有限公司","02-29578788","新北市板橋區民權路302巷1弄23號2樓","鹽酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;菸鹼醯胺;;葉酸;;本多酸鈣;;生物素;;肌醇;;硬脂酸鎂;;綜合胺基酸;;L-精胺酸;;鹽酸L-二胺基己酸;;L-異白胺酸;;L-α胺基異戊酸;;L-白胺酸;;米糠萃取物(含γ-穀維素);;西洋參萃取物;;西洋參萃取物;;麥芽糊精;;麥芽糊精;;微結晶狀α-纖維素;;乳糖;;硬空膠囊;;明膠;;硫酸月桂酯鈉;;二氧化鈦;;純水;;甘油;;食用黃色四號"
"1139013692","譚博士綜合B群+","","1180506","1130506","台灣優杏生物科技股份有限公司","04-35000188","台中市太平區鵬儀路320巷3弄1號","啤酒酵母;;微結晶狀α-纖維素;;鹽酸呋喃硫胺;;鹽酸吡哆辛(維生素B6)(混合);;鹽酸吡哆辛(維生素B6);;麥芽糊精;;乾燥型維生素E 50% CWS/S;;乙酸dl-α-生育醇酯(維生素E);;乾燥葡萄糖漿;;辛烯基丁二酸鈉澱粉;;二氧化矽;;本多酸鈣;;二氧化矽;;γ-穀維素;;大豆卵磷脂;;氰鈷胺明(維生素B12);;全乳白空膠囊;;羥丙基甲基纖維素;;純水;;鹿角菜膠;;二氧化鈦;;氯化鉀"
"1139014172","C收葉酸鐵口含錠＋","","1180514","1130514","東阪國際股份有限公司","02-32348041","新北市中和區立德街148巷38號7樓","砂糖粉;;砂糖;;麥芽糊精;;乳糖;;D-山梨醇;;L-抗壞血酸;;L-抗壞血酸鈉;;維生素C;;即溶紅葡萄果汁粉;;砂糖;;紅葡萄果汁粉;;紅葡萄濃縮汁;;麥芽糊精;;辛烯基丁二酸鈉澱粉;;檸檬酸;;葡萄香料;;丙二醇;;香料;;葡萄果皮色素;;辛烯基丁二酸鈉澱粉;;檸檬酸;;玉米澱粉;;葡萄香料;;丙二醇;;香料;;檸檬酸鈉;;葡萄果皮色素;;檸檬酸鐵;;脂肪酸蔗糖酯;;硬脂酸鎂;;二氧化矽;;葡萄香料粉;;麥芽糊精;;辛烯基丁二酸鈉澱粉;;葡萄香料;;丙二醇;;香料;;脂肪酸甘油酯;;葡萄果皮色素;;混合濃縮生育醇;;蔗糖素;;食用黃色五號鋁麗基;;複方維生素B12;;麥芽糊精;;檸檬酸鈉;;檸檬酸;;維生素B12(氰鈷胺明);;葉酸"
"1139014526","日安GX糖衣錠","","1180327","1130327","好士登生技股份有限公司","02-86926766","桃園市中壢區金華里九和三街30號5樓之2","鹽酸呋喃硫胺;;核黃素(維生素B2);;乙酸dl-α-生育醇酯(維生素E)50%;;乙酸dl-α-生育醇酯;;蔗糖;;辛烯基丁二酸鈉澱粉;;玉米澱粉;;矽鋁酸鈉;;水;;微結晶狀α-纖維素;;玉米澱粉;;鹽酸吡哆辛(維生素B6);;麩胺酸發酵物粉;;氧化澱粉;;麩胺酸發酵物(含γ-胺基丁酸);;菸鹼醯胺;;本多酸鈣;;硬脂酸鎂;;二氧化矽;;羥丙基甲基纖維素;;氰鈷胺明(維生素B12);;葉酸;;糖衣成分;;蔗糖;;磷酸氫鈣;;阿拉伯膠;;乙基纖維素;;聚乙烯吡咯烷酮;;二氧化鈦;;棕櫚蠟;;食用黃色四號"
"1139017252","大研綜合維他命緩釋膜衣錠","Multiple Vitamin","1180606","1130606","大研生醫國際股份有限公司","02-23651380","臺中市西屯區市政北二路282號21樓之9","鹽酸硫胺明(維生素B1);;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;膽鈣化醇(維生素D3)0.25%;;膽鈣化醇;;生育醇(維生素E);;二氧化矽;;中鏈三酸甘油酯;;L-抗壞血酸鈉;;蔗糖;;辛烯基丁二酸鈉澱粉;;維生素K1 5%;;維生素K1;;蔗糖;;阿拉伯膠;;菸鹼醯胺;;葉酸;;本多酸鈣;;生物素;;碳酸鈣;;磷酸鎂;;葡萄糖酸錳;;丁烯二酸亞鐵;;氧化鋅;;葡萄糖酸銅;;硒酵母;;鉻酵母;;番茄萃取粉;;番茄萃取物(含番茄紅素);;β-環狀糊精;;羥丙基甲基纖維素;;聚乙烯聚吡咯烷酮;;麥芽糊精;;氯化鉀;;碘化鉀;;聚乙烯吡咯烷酮;;維生素A醋酸鹽11.5%;;維生素A醋酸鹽;;乾燥葡萄糖漿;;生育醇(維生素E);;阿拉伯膠;;玉米澱粉;;抗壞血酸(維生素C)97%;;抗壞血酸;;羥丙基甲基纖維素;;乙酸dl-α-生育醇酯(維生素E)50%;;乙酸dl-α-生育醇酯;;蔗糖;;辛烯基丁二酸鈉澱粉;;玉米澱粉;;矽鋁酸鈉;;水;;金盞花萃取粉;;微結晶狀α-纖維素;;金盞花萃取物(含葉黃素酯和玉米黃素);;羥丙基甲基纖維素;;生育醇(維生素E);;硬脂酸鎂;;硬脂酸;;二氧化矽;;膜衣成分;;聚乙二醇;;聚乙二醇;;二丁基羥基甲苯;;羥丙基甲基纖維素;;膜衣粉;;碳酸鈣;;羥丙基甲基纖維素;;異麥芽酮糖醇(巴糖醇);;中鏈三酸甘油酯;;食用紅色四十號鋁麗基;;食用黃色四號鋁麗基"
"1139021009","知凡研物 維生素B群膜衣錠","","1180619","1130619","知凡研物有限公司","0970689320","台中市西區臺灣大道二段186號24樓之2","鹽酸呋喃硫胺;;核黃素(維生素B2);;鹽酸吡哆辛(維生素B6);;氰鈷胺明(維生素B12);;菸鹼醯胺;;本多酸鈣;;葉酸;;牛磺酸;;肌醇;;乙酸dl-α-生育醇酯(維生素E)50%;;乙酸dl-α-生育醇酯;;蔗糖;;玉米澱粉;;矽鋁酸鈉;;辛烯基丁二酸鈉澱粉;;水;;碳酸鈣;;γ-穀維素50%;;γ-穀維素;;米糠粉;;微結晶狀α-纖維素;;羥丙基甲基纖維素;;麥芽糊精;;異麥芽酮糖醇(巴糖醇);;硬脂酸鎂;;二氧化矽;;膜衣;;羥丙基甲基纖維素;;聚乙二醇;;聚乙二醇;;二丁基羥基甲苯;;二氧化鈦;;食用黃色四號鋁麗基;;食用黃色五號鋁麗基"
